"","Scenario","Node","Cladophora_Adult","SAS_Adult","SAS_fry","SAS_juvenile","Steelhead_Migration","Steelhead_Prolonged","Steelhead_Smolts","Typha_Adult","Typha_Seedling","Willow_Germination"
"666",333,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"667",334,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"668",334,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"669",335,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"670",335,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"671",336,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"672",336,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"673",337,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"674",337,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"675",338,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"676",338,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"677",339,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"678",339,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"679",340,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"680",340,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"681",341,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"682",341,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"683",342,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"684",342,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"685",343,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"686",343,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"687",344,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"688",344,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"689",345,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"690",345,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"691",346,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"692",346,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"693",347,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"694",347,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"695",348,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"696",348,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"697",349,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"698",349,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"699",350,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"700",350,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"701",351,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"702",351,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"703",352,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"704",352,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"705",353,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"706",353,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"707",354,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"708",354,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"709",355,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"710",355,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"711",356,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"712",356,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"713",357,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"714",357,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"715",358,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"716",358,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"717",359,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"718",359,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"719",360,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"720",360,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"721",361,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"722",361,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"723",362,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"724",362,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"725",363,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"726",363,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"727",364,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"728",364,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"729",365,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"730",365,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"731",366,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"732",366,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"733",367,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"734",367,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"735",368,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"736",368,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"737",369,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"738",369,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"739",370,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"740",370,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"741",371,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"742",371,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"743",372,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"744",372,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"745",373,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"746",373,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"747",374,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"748",374,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"749",375,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"750",375,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"751",376,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"752",376,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"753",377,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"754",377,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"755",378,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"756",378,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"757",379,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"758",379,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"759",380,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"760",380,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"761",381,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"762",381,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"763",382,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"764",382,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"765",383,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"766",383,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"767",384,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"768",384,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"769",385,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"770",385,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"771",386,"GLEN","Low","Partial","Partial","Partial","Partial","Partial","Partial","Partial","Partial","Low"
"772",386,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"773",387,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"774",387,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"775",388,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"776",388,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"777",389,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"778",389,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"779",390,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"780",390,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"781",391,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"782",391,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"783",392,"GLEN","Low","Partial","Partial","Partial","Low","Low","High","Partial","Partial","Low"
"784",392,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"785",393,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"786",393,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"787",394,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"788",394,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"789",395,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"790",395,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"791",396,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"792",396,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"793",397,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"794",397,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"795",398,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"796",398,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"797",399,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"798",399,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"799",400,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"800",400,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"801",401,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"802",401,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"803",402,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"804",402,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"805",403,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"806",403,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"807",404,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"808",404,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"809",405,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"810",405,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"811",406,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"812",406,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"813",407,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"814",407,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"815",408,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"816",408,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"817",409,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"818",409,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"819",410,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"820",410,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"821",411,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"822",411,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"823",412,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"824",412,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"825",413,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"826",413,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"827",414,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"828",414,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"829",415,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"830",415,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"831",416,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"832",416,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"833",417,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"834",417,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"835",418,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"836",418,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"837",419,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"838",419,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"839",420,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"840",420,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"841",421,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"842",421,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"843",422,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"844",422,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"845",423,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"846",423,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"847",424,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"848",424,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"849",425,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"850",425,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"851",426,"GLEN","Low","Partial","Partial","Partial","Partial","Partial","Partial","Partial","Partial","Low"
"852",426,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"853",427,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"854",427,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"855",428,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"856",428,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"857",429,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"858",429,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"859",430,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"860",430,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"861",431,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"862",431,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"863",432,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"864",432,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"865",433,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"866",433,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"867",434,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"868",434,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"869",435,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"870",435,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"871",436,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"872",436,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"873",437,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"874",437,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"875",438,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"876",438,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"877",439,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"878",439,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"879",440,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"880",440,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"881",441,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"882",441,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"883",442,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"884",442,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"885",443,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"886",443,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"887",444,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"888",444,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"889",445,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"890",445,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"891",446,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"892",446,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"893",447,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"894",447,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"895",448,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"896",448,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"897",449,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"898",449,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"899",450,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"900",450,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"901",451,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"902",451,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"903",452,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"904",452,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"905",453,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"906",453,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"907",454,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"908",454,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"909",455,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"910",455,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"911",456,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"912",456,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"913",457,"GLEN","Low","Partial","Partial","Partial","Low","Low","High","Partial","Partial","Low"
"914",457,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"915",458,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"916",458,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"917",459,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"918",459,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"919",460,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"920",460,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"921",461,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"922",461,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"923",462,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"924",462,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"925",463,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"926",463,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"927",464,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"928",464,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"929",465,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"930",465,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"931",466,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"932",466,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"933",467,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"934",467,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"935",468,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"936",468,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"937",469,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"938",469,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"939",470,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"940",470,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"941",471,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"942",471,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"943",472,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"944",472,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"945",473,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"946",473,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"947",474,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"948",474,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"949",475,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"950",475,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"951",476,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"952",476,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"953",477,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"954",477,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"955",478,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"956",478,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"957",479,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"958",479,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"959",480,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"960",480,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"961",481,"GLEN","Low","Partial","Low","Partial","Low","Low","High","Partial","Partial","Low"
"962",481,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"963",482,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"964",482,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"965",483,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"966",483,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"967",484,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"968",484,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"969",485,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"970",485,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"971",486,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"972",486,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"973",487,"GLEN","Low","Partial","Partial","Partial","Low","Low","High","Partial","Partial","Low"
"974",487,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"975",488,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"976",488,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"977",489,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"978",489,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"979",490,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"980",490,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"981",491,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"982",491,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"983",492,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"984",492,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"985",493,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"986",493,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"987",494,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"988",494,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"989",495,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"990",495,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"991",496,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"992",496,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"993",497,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"994",497,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"995",498,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"996",498,"F319","Low","High","Low","High","Low","Low","High","Partial","Low","Low"
"997",499,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
"998",499,"F319","Low","Partial","Low","High","Low","Low","High","Partial","Low","Low"
"999",500,"GLEN","Low","Partial","Low","High","Low","Low","High","Partial","Partial","Low"
